"Property Address","Parcel Number","Inspection Date","Grade","License Status","Expiration Date","Latitude","Longitude","georeference"
"502 West Green Street Unit 203","922,117,127,025","2008 Dec 03 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 204","922,117,127,026","2025 Jun 26 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.110832","-88.21372","POINT (-88.21372 40.110832)"
"502 West Green Street Unit 204","922,117,127,026","2008 Dec 22 12:00:00 AM","Class A","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 205","922,117,127,027","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11092515","-88.21377572","POINT (-88.21377572 40.11092515)"
"502 West Green Street Unit 206","922,117,127,028","2009 Feb 02 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 206","922,117,127,028","2019 Feb 28 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11101721","-88.21377678","POINT (-88.21377678 40.11101721)"
"502 West Green Street Unit 206","922,117,127,028","2025 May 15 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11101721","-88.21377678","POINT (-88.21377678 40.11101721)"
"502 West Green Street Unit 207","922,117,127,029","2009 Feb 02 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 207","922,117,127,029","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11106814","-88.21360116","POINT (-88.21360116 40.11106814)"
"502 West Green Street Unit 207","922,117,127,029","2025 May 19 12:00:00 AM","Class B","Issued","10/14/2026","40.11106814","-88.21360116","POINT (-88.21360116 40.11106814)"
"502 West Green Street Unit 208","922,117,127,030","2019 Apr 08 12:00:00 AM","Class B","Issued","10/14/2026","40.11110926","-88.21377785","POINT (-88.21377785 40.11110926)"
"502 West Green Street Unit 208","922,117,127,030","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11110926","-88.21377785","POINT (-88.21377785 40.11110926)"
"502 West Green Street Unit 208","922,117,127,030","2008 Dec 12 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 209","922,117,127,031","2019 Apr 08 12:00:00 AM","Class B","Issued","10/14/2026","40.11120131","-88.21377891","POINT (-88.21377891 40.11120131)"
"502 West Green Street Unit 209","922,117,127,031","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11120131","-88.21377891","POINT (-88.21377891 40.11120131)"
"502 West Green Street Unit 209","922,117,127,031","2008 Dec 12 12:00:00 AM","Class B","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 210","922,117,127,032","2009 Feb 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 210","922,117,127,032","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11129324","-88.21372679","POINT (-88.21372679 40.11129324)"
"502 West Green Street Unit 210","922,117,127,032","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11129324","-88.21372679","POINT (-88.21372679 40.11129324)"
"502 West Green Street Unit 211","922,117,127,033","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.1112941","-88.21360965","POINT (-88.21360965 40.1112941)"
"502 West Green Street Unit 211","922,117,127,033","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.1112941","-88.21360965","POINT (-88.21360965 40.1112941)"
"502 West Green Street Unit 211","922,117,127,033","2008 Dec 22 12:00:00 AM","Class A","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 212","922,117,127,034","2019 Apr 08 12:00:00 AM","Class B","Issued","10/14/2026","40.11129493","-88.21349248","POINT (-88.21349248 40.11129493)"
"502 West Green Street Unit 212","922,117,127,034","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11129493","-88.21349248","POINT (-88.21349248 40.11129493)"
"502 West Green Street Unit 213","922,117,127,035","2019 Feb 28 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1112958","-88.2133753","POINT (-88.2133753 40.1112958)"
"502 West Green Street Unit 213","922,117,127,035","2025 May 15 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1112958","-88.2133753","POINT (-88.2133753 40.1112958)"
"502 West Green Street Unit 213","922,117,127,035","2008 Nov 17 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 303","922,117,127,038","2009 Jan 28 12:00:00 AM","Class A","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 303","922,117,127,038","2019 Feb 28 12:00:00 AM","Class A","Issued","10/14/2026","40.11083474","-88.21360432","POINT (-88.21360432 40.11083474)"
"502 West Green Street Unit 303","922,117,127,038","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11083474","-88.21360432","POINT (-88.21360432 40.11083474)"
"502 West Green Street Unit 304","922,117,127,039","2009 Feb 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 304","922,117,127,039","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11083396","-88.21372139","POINT (-88.21372139 40.11083396)"
"502 West Green Street Unit 304","922,117,127,039","2025 May 20 12:00:00 AM","Class B","Issued","10/14/2026","40.11083396","-88.21372139","POINT (-88.21372139 40.11083396)"
"502 West Green Street Unit 305","922,117,127,040","2025 Jul 23 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.110924","-88.213776","POINT (-88.213776 40.110924)"
"502 West Green Street Unit 307","922,117,127,042","2009 Feb 02 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 307","922,117,127,042","2025 Jul 11 12:00:00 AM","Class B","Issued","10/14/2026","40.11106814","-88.21360116","POINT (-88.21360116 40.11106814)"
"502 West Green Street Unit 308","922,117,127,043","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11110926","-88.21377785","POINT (-88.21377785 40.11110926)"
"502 West Green Street Unit 308","922,117,127,043","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11110926","-88.21377785","POINT (-88.21377785 40.11110926)"
"502 West Green Street Unit 308","922,117,127,043","2008 Dec 22 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 310","922,117,127,045","2009 Feb 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 310","922,117,127,045","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11129324","-88.21372679","POINT (-88.21372679 40.11129324)"
"502 West Green Street Unit 310","922,117,127,045","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11129324","-88.21372679","POINT (-88.21372679 40.11129324)"
"502 West Green Street Unit 311","922,117,127,046","2009 Feb 02 12:00:00 AM","Class B","Issued",,"40.1107","-88.2134","POINT (-88.2134 40.1107)"
"502 West Green Street Unit 311","922,117,127,046","2019 Feb 28 12:00:00 AM","Class B","Issued","10/14/2026","40.1112941","-88.21360965","POINT (-88.21360965 40.1112941)"
"502 West Green Street Unit 311","922,117,127,046","2025 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.1112941","-88.21360965","POINT (-88.21360965 40.1112941)"
"502 West Green Street Unit 313","922,117,127,048","2025 Apr 17 12:00:00 AM","Class B","Issued","10/14/2026","40.1112958","-88.2133753","POINT (-88.2133753 40.1112958)"
"502 West Green Street Unit 313","922,117,127,048","2008 Dec 12 12:00:00 AM","Class B","Issued","10/14/2026","40.1107","-88.2134","POINT (-88.2134 40.1107)"
"507 West Green Street","922,117,128,003","2013 Jun 04 12:00:00 AM","Class B","Issued",,"40.1107","-88.214","POINT (-88.214 40.1107)"
"507 West Green Street","922,117,128,003","2025 Oct 30 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11040605","-88.21400001","POINT (-88.21400001 40.11040605)"
"505 West Green Street","922,117,128,004","2018 Mar 05 12:00:00 AM","Class B","Issued","10/14/2026","40.11036689","-88.21378812","POINT (-88.21378812 40.11036689)"
"505 West Green Street","922,117,128,004","2025 Aug 21 12:00:00 AM","Class C","Issued","10/14/2026","40.11036689","-88.21378812","POINT (-88.21378812 40.11036689)"
"503 West Green Street","922,117,128,005","2025 Apr 25 12:00:00 AM","Class B","Issued","10/14/2026","40.11041141","-88.21357867","POINT (-88.21357867 40.11041141)"
"503 West Green Street","922,117,128,005","2013 May 08 12:00:00 AM","Class B","Issued",,"40.1104","-88.2136","POINT (-88.2136 40.1104)"
"501 West Green Street","922,117,128,006","2008 Apr 23 12:00:00 AM","Class B","Issued","10/14/2026","40.1104","-88.2134","POINT (-88.2134 40.1104)"
"306 South Orchard Street","922,117,128,007","2019 Feb 13 12:00:00 AM","Class B","Issued","10/14/2026","40.11017099","-88.21427557","POINT (-88.21427557 40.11017099)"
"306 South Orchard Street","922,117,128,007","2025 Apr 07 12:00:00 AM","Class A","Issued","10/14/2026","40.11017099","-88.21427557","POINT (-88.21427557 40.11017099)"
"306 South Orchard Street","922,117,128,007","2008 Jun 02 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1103","-88.2145","POINT (-88.2145 40.1103)"
"514 West High Street","922,117,128,008","2019 Feb 01 12:00:00 AM","Class B","Issued","10/14/2026","40.10999316","-88.21435977","POINT (-88.21435977 40.10999316)"
"514 West High Street","922,117,128,008","2025 Apr 07 12:00:00 AM","Class A","Issued","10/14/2026","40.10999316","-88.21435977","POINT (-88.21435977 40.10999316)"
"512 West High Street","922,117,128,009","2019 Feb 01 12:00:00 AM","Class B","Issued","10/14/2026","40.10999512","-88.21418629","POINT (-88.21418629 40.10999512)"
"512 West High Street","922,117,128,009","2025 Apr 07 12:00:00 AM","Class A","Issued","10/14/2026","40.10999512","-88.21418629","POINT (-88.21418629 40.10999512)"
"512 West High Street","922,117,128,009","2008 Apr 17 12:00:00 AM","Class B","Issued","10/14/2026","40.11","-88.2142","POINT (-88.2142 40.11)"
"508 West High Street","922,117,128,011","2008 May 22 12:00:00 AM","Class B","Issued","10/14/2026","40.11","-88.2138","POINT (-88.2138 40.11)"
"305 South McCullough Street","922,117,128,014","2008 Apr 23 12:00:00 AM","Class B","Issued","10/14/2026","40.1102","-88.2134","POINT (-88.2134 40.1102)"
"502 West High Street","922,117,128,015","2019 Mar 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11000151","-88.2133665","POINT (-88.2133665 40.11000151)"
"502 West High Street","922,117,128,015","2008 Jun 18 12:00:00 AM","Class B","Expired",,"40.11","-88.2133","POINT (-88.2133 40.11)"
"503 West High Street","922,117,129,004","2019 Feb 26 12:00:00 AM","Class B","Issued","10/14/2026","40.10958386","-88.21356811","POINT (-88.21356811 40.10958386)"
"503 West High Street","922,117,129,004","2025 Apr 14 12:00:00 AM","Class B","Issued","10/14/2026","40.10958386","-88.21356811","POINT (-88.21356811 40.10958386)"
"503 West High Street","922,117,129,004","2008 Jun 18 12:00:00 AM","Class B","Expired","10/14/2026","40.1096","-88.2136","POINT (-88.2136 40.1096)"
"501 West High Street","922,117,129,005","2019 Feb 28 12:00:00 AM","Class A","Issued","10/14/2026","40.10965018","-88.21335653","POINT (-88.21335653 40.10965018)"
"501 West High Street","922,117,129,005","2008 Apr 18 12:00:00 AM","Class B","Issued",,"40.1096","-88.2134","POINT (-88.2134 40.1096)"
"501 West High Street","922,117,129,005","2025 Jul 03 12:00:00 AM","Class B","Issued","10/14/2026","40.10965018","-88.21335653","POINT (-88.21335653 40.10965018)"
"403 South McCullough Street","922,117,129,006","2008 Apr 03 12:00:00 AM","Class B","Issued","10/14/2018","40.1095","-88.2133","POINT (-88.2133 40.1095)"
"512 West Illinois Street","922,117,129,008","2025 May 09 12:00:00 AM","Class B","Issued","10/14/2026","40.10929987","-88.21435604","POINT (-88.21435604 40.10929987)"
"504 West Illinois Street","922,117,129,012","2008 Jun 12 12:00:00 AM","Class B","Under Review",,"40.1093","-88.2136","POINT (-88.2136 40.1093)"
"502 West Illinois Street","922,117,129,013","2013 Jun 05 12:00:00 AM","Class C","Issued",,"40.1093","-88.2134","POINT (-88.2134 40.1093)"
"502 West Illinois Street","922,117,129,013","2019 Jun 07 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10931323","-88.2133825","POINT (-88.2133825 40.10931323)"
"102 North McCullough Street","922,117,130,007","2010 Apr 29 12:00:00 AM","Class B","Issued",,"40.1125","-88.2132","POINT (-88.2132 40.1125)"
"404 Springfield Avenue","922,117,130,012","2010 Apr 27 12:00:00 AM","Class B","Issued","10/14/2026","40.1125","-88.2121","POINT (-88.2121 40.1125)"
"312 Springfield Avenue","922,117,130,014","2007 Jul 05 12:00:00 AM","Class B","Issued","10/14/2024","40.1126","-88.2117","POINT (-88.2117 40.1126)"
"403 Springfield Avenue","922,117,131,005","2008 Apr 01 12:00:00 AM","Class B","Issued","10/14/2026","40.1121","-88.2122","POINT (-88.2122 40.1121)"
"403 West Springfield Avenue","922,117,131,005","2019 Apr 10 12:00:00 AM","Class B","Issued","10/14/2026","40.11211442","-88.21218621","POINT (-88.21218621 40.11211442)"
"403 West Springfield Avenue","922,117,131,005","2025 Apr 21 12:00:00 AM","Class A","Issued","10/14/2026","40.11211442","-88.21218621","POINT (-88.21218621 40.11211442)"
"408 West Elm Street","922,117,131,009","2013 Apr 29 12:00:00 AM","Class B","Issued","10/14/2026","40.1118","-88.2126","POINT (-88.2126 40.1118)"
"408 West Elm Street","922,117,131,009","2025 Sep 08 12:00:00 AM","Class A","Issued","10/14/2026","40.11175912","-88.21258831","POINT (-88.21258831 40.11175912)"
"406 West Elm Street","922,117,131,010","2019 Feb 07 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1117616","-88.21238685","POINT (-88.21238685 40.1117616)"
"406 West Elm Street","922,117,131,010","2025 Mar 31 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1117616","-88.21238685","POINT (-88.21238685 40.1117616)"
"404 West Elm Street","922,117,131,011","2019 Feb 13 12:00:00 AM","Class B","Issued","10/14/2026","40.11176402","-88.21217879","POINT (-88.21217879 40.11176402)"
"404 West Elm Street","922,117,131,011","2025 Apr 07 12:00:00 AM","Class B","Issued","10/14/2026","40.11176402","-88.21217879","POINT (-88.21217879 40.11176402)"
"404 West Elm Street","922,117,131,011","2008 Jun 02 12:00:00 AM","Class B","Issued",,"40.1118","-88.2122","POINT (-88.2122 40.1118)"
"107 South Birch Street","922,117,131,012","2020 Jan 17 12:00:00 AM","Class B","Issued","10/14/2026","40.11186309","-88.21197315","POINT (-88.21197315 40.11186309)"
"107 South Birch Street","922,117,131,012","2025 Jun 10 12:00:00 AM","Class B","Issued","10/14/2026","40.11186309","-88.21197315","POINT (-88.21197315 40.11186309)"
"402 West Elm Street","922,117,131,013","2008 Mar 26 12:00:00 AM","Class B","Issued","10/14/2026","40.1117","-88.212","POINT (-88.212 40.1117)"
"402 West Elm Street","922,117,131,013","2025 Oct 27 12:00:00 AM","Class B","Issued","10/14/2026","40.11170477","-88.21196979","POINT (-88.21196979 40.11170477)"
"407 West Elm Street","922,117,132,002","2025 May 21 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11127454","-88.21257755","POINT (-88.21257755 40.11127454)"
"407 West Elm Street","922,117,132,002","2008 Jun 12 12:00:00 AM","Class B","Issued","10/14/2026","40.1113","-88.2126","POINT (-88.2126 40.1113)"
"405 West Elm Street","922,117,132,003","2025 Apr 07 12:00:00 AM","Class B","Issued","10/14/2026","40.11128","-88.21238","POINT (-88.21238 40.11128)"
"401 West Elm Street","922,117,132,006","2025 May 01 12:00:00 AM","Class C","Issued","10/14/2026","40.11133894","-88.21195955","POINT (-88.21195955 40.11133894)"
"410 West Green Street","922,117,132,010","2013 Jun 05 12:00:00 AM","Class B","Issued",,"40.1109","-88.2128","POINT (-88.2128 40.1109)"
"408 West Green Street","922,117,132,011","2008 Mar 27 12:00:00 AM","Class B","Expired","10/14/2026","40.1109","-88.2126","POINT (-88.2126 40.1109)"
"408 West Green Street","922,117,132,011","2025 Sep 05 12:00:00 AM","Class A","Issued","10/14/2026","40.11092106","-88.21257115","POINT (-88.21257115 40.11092106)"
"406 West Green Street","922,117,132,012","2025 Oct 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11092432","-88.21236916","POINT (-88.21236916 40.11092432)"
"411 West Green Street","922,117,133,001","2019 May 01 12:00:00 AM","Class B","Issued","10/14/2026","40.11042971","-88.2129043","POINT (-88.2129043 40.11042971)"
"411 West Green Street","922,117,133,001","2025 Jun 25 12:00:00 AM","Class B","Issued","10/14/2026","40.11042971","-88.2129043","POINT (-88.2129043 40.11042971)"
"407 West Green Street","922,117,133,002","2023 Mar 15 12:00:00 AM","Class B","Issued","10/14/2026","40.110435","-88.21261","POINT (-88.21261 40.110435)"
"407 West Green Street","922,117,133,002","2013 May 07 12:00:00 AM","Class B","Issued","10/14/2026","40.1104","-88.2126","POINT (-88.2126 40.1104)"
"403 West Green Street","922,117,133,004","2019 Apr 30 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11044261","-88.21215153","POINT (-88.21215153 40.11044261)"
"403 West Green Street","922,117,133,004","2025 May 30 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11044261","-88.21215153","POINT (-88.21215153 40.11044261)"
"401 West Green Street","922,117,133,005","2019 Apr 30 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11044592","-88.21194323","POINT (-88.21194323 40.11044592)"
"401 West Green Street","922,117,133,005","2008 Jun 13 12:00:00 AM","Class B","Issued",,"40.1104","-88.2119","POINT (-88.2119 40.1104)"
"412 West High Street","922,117,133,006","2019 Jul 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11007643","-88.21294695","POINT (-88.21294695 40.11007643)"
"410 West High Street","922,117,133,007","2013 Apr 30 12:00:00 AM","Class B","Issued",,"40.1101","-88.2128","POINT (-88.2128 40.1101)"
"410 West High Street","922,117,133,007","2025 May 02 12:00:00 AM","Class B","Issued","10/14/2026","40.11007823","-88.21275219","POINT (-88.21275219 40.11007823)"
"406 West High Street","922,117,133,009","2013 May 02 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1101","-88.2122","POINT (-88.2122 40.1101)"
